"","condition","ID","cov_distance","aa","pa","IDnum","ms","d"
"178404","P","hwU7BL1X",6.16014845589771,2.71264617381009,1.22357882251664,112,500,5.49655538150311
"178422","P","hwU7BL1X",6.16014845589771,2.60875732495053,0.334753957480798,112,934,5.49655538150311
"178423","P","hwU7BL1X",6.16014845589771,2.60875732495053,0.323210752051958,112,632,5.49655538150311
"178527","P","hwU7BL1X",6.16014845589771,-0.542530655359726,1.73147844092196,112,2234,5.4965553815031
"178529","P","hwU7BL1X",6.16014845589771,-0.542530655359726,1.73147844092196,112,667,4.96064123180655
"178541","W","i9SopNPc",6.23780560509356,-2.04297467831793e-10,1.55932981409462,113,1560,7.87091769585983
"178543","W","i9SopNPc",6.23780560509356,-2.04297467831793e-10,1.55932981409462,113,1000,7.10350322051349
"178577","W","i9SopNPc",6.23780560509356,-2.04297467831793e-10,1.55932981409462,113,1396,7.10350322051346
"178660","W","i9SopNPc",6.23780560509356,-0.465421134069451,3.00213515153253,113,610,7.10350322051345
"178837","W","i9SopNPc",6.23780560509356,0.390953468171917,1.97820865702919,113,827,7.10350322051346
"178921","W","i9SopNPc",6.23780560509356,0.986692661554575,1.71757271553826,113,1017,7.10350322051347
"178930","W","i9SopNPc",6.23780560509356,0.986692661554575,1.71757271553826,113,935,5.49655538150318
"178949","W","i9SopNPc",6.23780560509356,0.986692661554575,1.71757271553826,113,1019,5.50367507492551
"179070","W","i9SopNPc",6.23780560509356,0.623664035104499,1.22422620711475,113,879,5.60322967116636
"179088","W","i9SopNPc",6.23780560509356,-0.316486513267854,1.48486197106161,113,964,5.46560072863589
"179092","W","i9SopNPc",6.23780560509356,-0.316486513267854,1.48486197106161,113,775,6.71606191756836
"179110","W","i9SopNPc",6.23780560509356,-2.06647026067135,1.95959138556881,113,516,6.60906582497324
"179176","W","i9SopNPc",6.23780560509356,0.809832843738708,1.40108602493062,113,1602,6.8242106612174
"179234","W","i9SopNPc",6.23780560509356,-0.0558507493209952,1.33592735026002,113,1591,6.77321907493523
"179235","W","i9SopNPc",6.23780560509356,-0.0558507493209954,1.33592735026002,113,991,7.12810739100595
"179236","W","i9SopNPc",6.23780560509356,-0.055850749320995,1.33592735026002,113,920,7.50170337157445
"179399","W","i9SopNPc",6.23780560509356,0.539887733885371,1.26146003985922,113,749,7.56669670183545
"179442","W","i9SopNPc",6.23780560509356,-1.83376004882692,1.56863791719259,113,866,7.42211215562637
"179527","W","i9SopNPc",6.23780560509356,1.15424419872841,1.81065711985536,113,567,7.46900677338088
"179551","W","i9SopNPc",6.23780560509356,0.400261393725824,1.8944327108982,113,854,7.38943293604213
"179564","W","i9SopNPc",6.23780560509356,0.400261393725824,1.8944327108982,113,512,4.62749113376025
"179622","W","i9SopNPc",6.23780560509356,-0.242019202867056,1.52209580380608,113,940,4.67718011820661
"179632","W","i9SopNPc",6.23780560509356,-0.521271883186148,1.66172214396562,113,1301,4.62457347383442
"179655","W","i9SopNPc",6.23780560509356,0.912224640977495,1.32661853698575,113,1115,4.81712342399005
"179662","W","i9SopNPc",6.23780560509356,0.912224640977495,1.32661853698575,113,520,4.14614687791421
"179697","W","i9SopNPc",6.23780560509356,0.66089751276305,1.48934862819089,113,946,4.08522666420002
"179725","W","i9SopNPc",6.23780560509356,0.66089751276305,1.48934862819089,113,743,4.16342894617643
"179755","W","i9SopNPc",6.23780560509356,0.0465410479200141,1.6103580519782,113,815,3.94285900750073
"179765","W","i9SopNPc",6.23780560509356,0.0465410479200146,1.6103580519782,113,597,6.61464902049189
"179962","W","i9SopNPc",6.23780560509356,0.0186162059938777,1.69413364302104,113,4972,6.54088417552673
"179967","W","i9SopNPc",6.23780560509356,0.0186162059938781,1.69413364302104,113,1476,8.50210527380958
"179968","W","i9SopNPc",6.23780560509356,0.0186162059938781,1.69413364302104,113,2478,8.95913429109954
"179982","W","i9SopNPc",6.23780560509356,1.68482400726639,1.48934827310274,113,594,9.45475518373867
"179988","I","IBjfyG1a",5.26212222198294,-2.04297467831793e-10,1.55932981409462,114,3971,8.72123844416605
"180063","I","IBjfyG1a",5.26212222198294,-0.651589587615513,1.1869929070025,114,604,3.8384496229485
"180093","I","IBjfyG1a",5.26212222198294,-1.3186929760968,1.00004444930334e-06,114,673,3.8384496229485
"180139","I","IBjfyG1a",5.26212222198294,-1.31869297608418,1.00004444930334e-06,114,852,4.26886528567063
"180217","I","IBjfyG1a",5.26212222198294,3.54921810608033e-07,1.44280651513743,114,534,4.60255850363388
"180285","I","IBjfyG1a",5.26212222198294,3.54921810608033e-07,1.44280651513743,114,1803,5.00647073568317
"180292","I","IBjfyG1a",5.26212222198294,-0.0465417584647041,1.72205919545653,114,614,4.56891641130459
"180298","I","IBjfyG1a",5.26212222198294,-0.418878665556828,2.2340224427082,114,665,3.19188260944414
"180312","I","IBjfyG1a",5.26212222198294,-0.418878665556827,2.2340224427082,114,1334,2.25022376478216
"180360","I","IBjfyG1a",5.26212222198294,-0.853271842193687,1.98579807470555,114,850,1.79706747884651
"180398","I","IBjfyG1a",5.26212222198294,-0.853271842193687,1.98579807470555,114,2069,1.54108353751479
"180408","I","IBjfyG1a",5.26212222198294,-0.853271842193687,1.98579807470555,114,687,1.78740603153866
"180495","I","IBjfyG1a",5.26212222198294,-0.124111829079509,2.00131187577562,114,585,2.34915134958738
"180540","I","IBjfyG1a",5.26212222198294,-0.698131700964059,2.2340224427082,114,1886,1.83992595839755
"180616","I","IBjfyG1a",5.26212222198294,-0.837758041123606,2.03233983300392,114,649,3.73925607653291
"180619","I","IBjfyG1a",5.26212222198294,-0.837758041123606,2.03233983300392,114,602,3.03690467396616
"180650","I","IBjfyG1a",5.26212222198294,-0.68261754480584,1.79962926607135,114,4137,3.68134414192541
"180652","I","IBjfyG1a",5.26212222198294,-0.68261754480584,1.79962926607135,114,586,3.41844952904071
"180653","I","IBjfyG1a",5.26212222198294,-1.41177720283187,1.81514342222957,114,831,3.13804992821265
"180654","I","IBjfyG1a",5.26212222198294,-0.341308594942011,1.45832031620752,114,735,3.67442723654815
"180706","I","IBjfyG1a",5.26212222198294,-0.341308594942011,1.45832031620752,114,565,3.580980571902
"180713","I","IBjfyG1a",5.26212222198294,-0.34130859494201,1.45832031620752,114,751,2.33979894790496
"180996","I","IBjfyG1a",5.26212222198294,-0.341308594942009,1.45832031620752,114,1156,1.98403692783552
"180997","I","IBjfyG1a",5.26212222198294,-0.341308594942009,1.45832031620752,114,543,1.88909340735089
"181237","I","IBjfyG1a",5.26212222198294,-0.341308594942002,1.45832031620752,114,584,9.45049488328114
"181240","I","IBjfyG1a",5.26212222198294,-0.341308594942002,1.45832031620752,114,649,11.2062350439629
"181287","I","IBjfyG1a",5.26212222198294,-0.341308594942002,1.45832031620752,114,733,11.3994972315285
"181295","I","IBjfyG1a",5.26212222198294,-0.341308594942002,1.45832031620752,114,749,7.38524729605895
"181337","I","IBjfyG1a",5.26212222198294,-0.341308594942002,1.45832031620752,114,816,4.68962074730655
"181340","I","IBjfyG1a",5.26212222198294,-0.341308594942002,1.45832031620752,114,5000,5.69984215824572
"181341","I","IBjfyG1a",5.26212222198294,-0.341308594942002,1.45832031620752,114,635,6.07288017695299
"181349","I","IBjfyG1a",5.26212222198294,-0.341308594942002,1.45832031620752,114,518,3.5650991225361
"181357","I","IBjfyG1a",5.26212222198294,-0.341308594942002,1.45832031620752,114,517,6.07288017695298
"181359","I","IBjfyG1a",5.26212222198294,-0.341308594942002,1.45832031620752,114,4284,6.87919822994368
"181426","I","IBjfyG1a",5.26212222198294,-0.341308594942002,1.45832031620752,114,1102,3.53264380604795
"181553","I","IBjfyG1a",5.26212222198294,-1.02392649466965,1.08598340911539,114,701,2.16099184442458
"181562","I","IBjfyG1a",5.26212222198294,-2.00131087578648,1.00841316095651,114,614,2.40977686816793
"181581","I","IBjfyG1a",5.26212222198294,-2.00131087578648,1.00841316095651,114,601,5.8340778326283
"181616","I","IBjfyG1a",5.26212222198294,-1.33420748730519,1.10149738772954,114,1662,5.10730692439873
"181619","I","IBjfyG1a",5.26212222198294,-1.33420748730519,1.10149738772954,114,1553,4.06337717249756
"181660","I","IBjfyG1a",5.26212222198294,-1.33420748730519,1.10149738772954,114,967,1.75405940508863
"181679","I","ibm5NzmF",5.20463450870057,-2.04297467831793e-10,1.55932981409462,115,61703,8.72123844416605
"181681","I","ibm5NzmF",5.20463450870057,-2.04297467831793e-10,1.55932981409462,115,639,7.87091769585986
"181682","I","ibm5NzmF",5.20463450870057,-2.04297467831793e-10,1.55932981409462,115,511,7.47737181106687
"181692","I","ibm5NzmF",5.20463450870057,-0.407243492336307,0.570309904631167,115,562,6.74832805948784
"181695","I","ibm5NzmF",5.20463450870057,-0.58177641753574,0.104888770766012,115,955,6.74832805948784
"181708","I","ibm5NzmF",5.20463450870057,-0.244346095483503,2.24582598654572,115,716,6.74832805948784
"181739","I","ibm5NzmF",5.20463450870057,-2.04294803296534e-10,1.57096534244125,115,2158,6.74832805948784
"181744","I","ibm5NzmF",5.20463450870057,-0.66322511596214,1.48951664401485,115,842,6.74832805948784
"181757","I","ibm5NzmF",5.20463450870057,-0.66322511596214,1.48951664401485,115,728,6.88374888689916
"181777","I","ibm5NzmF",5.20463450870057,-2.12930168763738,2.0363864763064,115,626,7.89833528928751
"181790","I","ibm5NzmF",5.20463450870057,-2.07112404590386,3.14159165358979,115,576,6.69919539557805
"181820","I","ibm5NzmF",5.20463450870057,3.11832159669261,1.60570191179033,115,551,7.63562444718395
"181840","I","ibm5NzmF",5.20463450870057,2.16420827226904,1.66387955352348,115,546,6.46200322201631
"181852","I","ibm5NzmF",5.20463450870057,0.791215927366834,1.40789792989764,115,1034,5.47414003308999
"181856","I","ibm5NzmF",5.20463450870057,0.791215927366834,1.40789792989764,115,725,4.2272521416558
"181865","I","ibm5NzmF",5.20463450870057,2.37364778250836,0.674859644060024,115,689,5.72621324079039
"181877","I","ibm5NzmF",5.20463450870057,-0.430514549029198,2.09439410234874,115,616,5.28604244362556
"181886","I","ibm5NzmF",5.20463450870057,-0.162897397056733,1.14028077792518,115,951,5.1310701592834
"181896","I","ibm5NzmF",5.20463450870057,1.44280551477805,0.91920573933923,115,908,4.82132099116658
"181932","I","ibm5NzmF",5.20463450870057,1.62897396832411,1.40789792989764,115,1001,6.22146364402465
"181944","I","ibm5NzmF",5.20463450870057,0.895935682486494,1.48934662832404,115,1228,5.78463888366026
"181947","I","ibm5NzmF",5.20463450870057,0.895935682486494,1.48934662832404,115,810,4.77309561790571
"181953","I","ibm5NzmF",5.20463450870057,1.73369372344377,0.977383381072374,115,771,5.57719562194974
"181963","I","ibm5NzmF",5.20463450870057,1.10537519272581,2.07112304565549,115,540,4.87662306264099
"181972","I","ibm5NzmF",5.20463450870057,1.12864624941907,1.44280451493753,115,720,4.83774016282745
"181977","I","ibm5NzmF",5.20463450870057,1.12864624941907,1.44280451493753,115,1436,3.46902663723596
"181980","I","ibm5NzmF",5.20463450870057,1.12864624941907,1.44280451493753,115,1531,2.80451849863218
"181983","I","ibm5NzmF",5.20463450870057,1.12864624941907,1.44280451493753,115,1415,2.2384154758212
"181993","I","ibm5NzmF",5.20463450870057,1.663880553364,0.895934682645971,115,844,3.0677655676743
"181995","W","icIQ47Ex",5.52815227066614,-2.65619656894483,2.26628225951084,116,5797,13.8377574173006
"181996","W","icIQ47Ex",5.52815227066614,-2.04297467831793e-10,1.55932981409462,116,1483,8.72123844416605
"182037","W","icIQ47Ex",5.52815227066614,-2.04297467831793e-10,1.55932981409462,116,649,6.09036607368776
"182270","W","icIQ47Ex",5.52815227066614,-0.137479832525231,1.15475267884599,116,2352,6.09036607368775
"182339","W","icIQ47Ex",5.52815227066614,-0.13747983252523,1.15475267884599,116,836,4.71260917021628
"182380","W","icIQ47Ex",5.52815227066614,-0.13747983252523,1.15475267884599,116,650,4.85165327603666
"182415","W","icIQ47Ex",5.52815227066614,-0.13747983252523,1.15475267884599,116,2101,3.4871871768627
"182557","W","icIQ47Ex",5.52815227066614,0.329374792182678,1.78252437382012,116,517,3.89192962490851
"182581","W","icIQ47Ex",5.52815227066614,0.351406236160541,1.74065060428044,116,522,3.91718284148097
"182635","W","icIQ47Ex",5.52815227066614,0.351406236160541,1.74065060428044,116,2300,4.64372776867148
"182728","W","icIQ47Ex",5.52815227066614,0.351406236160541,1.74065060428044,116,1068,4.86627190131383
"182771","W","icIQ47Ex",5.52815227066614,0.351406236160541,1.74065060428044,116,1517,7.12377925410592
"182774","W","icIQ47Ex",5.52815227066614,0.351406236160541,1.74065060428044,116,1783,6.24307422563499
"182795","W","icIQ47Ex",5.52815227066614,0.351406236160541,1.74065060428044,116,740,2.95994769042399
"183020","W","icIQ47Ex",5.52815227066614,0.00220190138500165,1.8828768998402,116,2965,2.5105550001603
"183065","W","icIQ47Ex",5.52815227066614,0.00220190138500209,1.8828768998402,116,3102,2.13045245616806
"183117","W","icIQ47Ex",5.52815227066614,0.00220190138500209,1.8828768998402,116,899,1.96949680654863
"183163","W","icIQ47Ex",5.52815227066614,0.00220190138500209,1.8828768998402,116,967,6.31702098626611
"183228","W","icIQ47Ex",5.52815227066614,-0.320647436154973,1.2459478366858,116,568,5.70375608061221
"183301","W","icIQ47Ex",5.52815227066614,-1.44318723494249,1.51030172860255,116,817,5.65345058495042
"183417","W","icIQ47Ex",5.52815227066614,-0.209180296097487,1.54281217883766,116,2683,5.9372675703509
"183454","W","icIQ47Ex",5.52815227066614,-0.209180296097487,1.54281217883766,116,1166,5.98556225849971
"183459","W","icIQ47Ex",5.52815227066614,-0.209180296097486,1.54281217883766,116,1984,4.57049913129114
"183569","W","icIQ47Ex",5.52815227066614,0.00342446986942901,1.16698191457164,116,516,4.10987444834269
"183626","W","icIQ47Ex",5.52815227066614,-1.27998978860687,1.51455142352603,116,664,4.97966698478338
"183684","W","icIQ47Ex",5.52815227066614,-3.0905583202808,1.58837851000077,116,4118,5.63151113438472
"183695","W","icIQ47Ex",5.52815227066614,-3.0905583202808,1.58837851000077,116,1583,9.34566198197776
"183776","W","icIQ47Ex",5.52815227066614,-3.0905583202808,1.58837851000077,116,917,9.31294516524042
"183831","W","icIQ47Ex",5.52815227066614,-3.0905583202808,1.58837851000077,116,733,3.9334832775356
"183845","W","icIQ47Ex",5.52815227066614,-3.0905583202808,1.58837851000077,116,3583,7.34985240113651
"183896","W","icIQ47Ex",5.52815227066614,-3.0905583202808,1.58837851000077,116,584,7.45077629511755
"183930","W","icIQ47Ex",5.52815227066614,-3.0905583202808,1.58837851000077,116,984,3.01436640818036
"183954","W","icIQ47Ex",5.52815227066614,-3.0905583202808,1.58837851000077,116,550,7.79924673047035
"184028","P","IHFcnnZf",6.07376551880828,0.336295105047276,0.428859831757134,117,8565,8.72123844416605
"184102","P","IHFcnnZf",6.07376551880828,2.95498318036292,1.63785643326382,117,1183,8.72123844416604
"184112","P","IHFcnnZf",6.07376551880828,2.76268040156197,1.85046368484776,117,1733,8.72123844416605
"184151","P","IHFcnnZf",6.07376551880828,-3.12423221682415,3.14159165358979,117,1183,8.72123844416605
"184244","P","IHFcnnZf",6.07376551880828,0.894555987497392,2.35693775490052,117,885,8.72123844416604
"184289","P","IHFcnnZf",6.07376551880828,-0.880244870384189,0.72828869202547,117,1531,8.72123844416604
"184337","P","IHFcnnZf",6.07376551880828,0.76255125928951,0.627545213957372,117,532,8.72123844416604
"184362","P","IHFcnnZf",6.07376551880828,-0.200179699333407,1.18909261473672,117,931,8.72123844416604
"184482","P","IHFcnnZf",6.07376551880828,2.64145188838898,0.909372815962426,117,1884,8.72123844416605
"184492","P","IHFcnnZf",6.07376551880828,2.83770022911692,1.20880799628658,117,583,8.72123844416605
"184556","P","IHFcnnZf",6.07376551880828,0.578076221108595,2.04463187211616,117,664,8.72123844416604
"184576","P","IHFcnnZf",6.07376551880828,0.612810943486135,1.69471736104993,117,2815,8.72123844416604
"184577","P","IHFcnnZf",6.07376551880828,0.612810943486135,1.69471736104993,117,515,8.28517652195773
"184583","P","IHFcnnZf",6.07376551880828,0.612810943486135,1.69471736104993,117,1766,6.09036607368777
"184668","P","IHFcnnZf",6.07376551880828,1.85946683224458,2.4264910004579,117,784,6.09036607368777
"184801","P","IHFcnnZf",6.07376551880828,-3.05136138272482,0.567417250585926,117,866,6.09036607368777
"184870","P","IHFcnnZf",6.07376551880828,1.51428671142021,1.95143401713662,117,3699,6.09036607368777
"184878","P","IHFcnnZf",6.07376551880828,1.33169435058591,1.92553566325597,117,740,6.09036607368777
"185003","P","IHFcnnZf",6.07376551880828,1.33169435058591,1.92553566325597,117,617,6.50159833821983
"185024","P","IHFcnnZf",6.07376551880828,1.33169435058591,1.92553566325597,117,2469,6.10997403794359
"185036","P","IHFcnnZf",6.07376551880828,1.33169435058591,1.92553566325597,117,1716,8.29960082370335
"185223","P","IHFcnnZf",6.07376551880828,1.29087661318768,1.42808314005688,117,1432,8.30255585394997
"185327","P","IHFcnnZf",6.07376551880828,-2.42953989980502,1.60749994760737,117,1883,8.56245135797069
"185347","P","IHFcnnZf",6.07376551880828,-1.44059171814692,1.86915872050096,117,816,8.10186558991946
"185411","P","IHFcnnZf",6.07376551880828,2.24490223083935,1.5066172749863,117,519,8.6872534900953
"185451","P","IHFcnnZf",6.07376551880828,0.543907154143789,1.20470642011281,117,833,7.99928185422796
"185459","P","IHFcnnZf",6.07376551880828,0.36748942106887,0.972424799659808,117,767,7.99695721033135
"185491","P","IHFcnnZf",6.07376551880828,-0.618995159036829,1.06943381570333,117,2648,7.91072057555177
"185496","P","IHFcnnZf",6.07376551880828,-0.618995159036829,1.06943381570333,117,667,8.34647034335108
"185497","W","iJk3ovEL",5.12567820205409,-2.04297467831793e-10,1.55932981409462,118,17230,8.72123844416605
"185498","W","iJk3ovEL",5.12567820205409,0.83775804075298,2.05948951739776,118,1105,8.72123844416605
"185518","W","iJk3ovEL",5.12567820205409,0.686496172246805,0.244347095323654,118,782,8.72123844416605
"185653","W","iJk3ovEL",5.12567820205409,3.1415926533855,1.44280651502642,118,571,8.72123844416606
"185659","W","iJk3ovEL",5.12567820205409,3.1415926533855,1.37299334494665,118,841,8.72123844416606
"185747","W","iJk3ovEL",5.12567820205409,0.0465421131822157,1.2333670047871,118,544,8.72123844416606
"185800","W","iJk3ovEL",5.12567820205409,1.0471975509923,1.24500253313373,118,7159,8.72123844416606
"185812","W","iJk3ovEL",5.12567820205409,1.4078989297378,2.59472382134268,118,807,8.72123844416605
"185838","W","iJk3ovEL",5.12567820205409,1.30317917461813,1.30318017486687,118,577,8.72123844416605
"185860","W","iJk3ovEL",5.12567820205409,0.849393569099608,1.34972228825339,118,2436,8.72123844416605
"185947","W","iJk3ovEL",5.12567820205409,1.16355283445859,1.18682489140059,118,556,8.72123844416605
"185975","W","iJk3ovEL",5.12567820205409,0.581776417127147,1.1519183063607,118,541,8.72123844416605
"186027","W","iJk3ovEL",5.12567820205409,0.581776417127147,1.32645123156013,118,11306,8.72123844416607
"186045","W","iJk3ovEL",5.12567820205409,1.09373966437882,1.36135781660002,118,513,8.72123844416607
"186141","P","IK44dXK9",5.14669933760417,-2.04297467831793e-10,1.55932981409462,119,2870,8.72123844416605
"186170","P","IK44dXK9",5.14669933760417,-1.34972128841324,1.65241404086765,119,583,8.72123844416604
"186178","P","IK44dXK9",5.14669933760417,-1.34972128841324,1.65241404086765,119,834,5.78584777000338
"186201","P","IK44dXK9",5.14669933760417,-0.310280992839829,1.66792784193773,119,548,5.78584777000337
"186214","P","IK44dXK9",5.14669933760417,-0.310280992839829,1.66792784193773,119,535,2.97011914779161
"186352","P","IK44dXK9",5.14669933760417,2.31159151296325,1.83858213932557,119,1257,2.97011914779161
"186411","P","IK44dXK9",5.14669933760417,2.31159151296325,1.83858213932557,119,800,3.32169170534489
"186459","P","IK44dXK9",5.14669933760417,0.853271841823052,1.66792748684958,119,1349,3.46584357378394
"186460","P","IK44dXK9",5.14669933760417,0.853271841823052,1.66792748684958,119,618,3.33212291602256
"186474","P","IK44dXK9",5.14669933760417,0.356822395641457,1.80755382700913,119,1316,2.97274453895832
"186482","P","IK44dXK9",5.14669933760417,0.232709856551985,1.96269396823875,119,935,2.70878783016369
"186483","P","IK44dXK9",5.14669933760417,0.21719605548191,1.97820812439697,119,583,2.68045785373742
"186547","P","IK44dXK9",5.14669933760417,-0.434393531929302,1.15596423959791,119,502,4.4170302754729
"186628","P","IK44dXK9",5.14669933760417,-0.13962634036384,1.88512389762394,119,534,3.55362067631648
"186630","P","IK44dXK9",5.14669933760417,-0.13962634036384,1.88512389762394,119,566,3.93918816326151
"186693","P","IK44dXK9",5.14669933760417,-0.542992269948694,1.63689917453314,119,833,3.76082662025952
"186745","P","IK44dXK9",5.14669933760417,-0.542992269948694,1.63689917453314,119,1319,3.71710251189654
"186832","P","IK44dXK9",5.14669933760417,0.13962562977896,1.86960974146572,119,1235,3.37800867938346
"186847","P","IK44dXK9",5.14669933760417,0.13962562977896,1.86960974146572,119,1018,3.37724450820911
"186873","P","IK44dXK9",5.14669933760417,0.853271486734911,1.85409594039564,119,500,3.68656211523532
"186989","P","IK44dXK9",5.14669933760417,-2.40467680540931,1.77652551469269,119,783,5.14200555408637
"187077","P","IK44dXK9",5.14669933760417,0.403364509027981,1.83858178423742,119,717,3.41308283799064
"187127","P","IK44dXK9",5.14669933760417,0.403364509027981,1.83858178423742,119,502,3.48392939667229
"187144","P","IK44dXK9",5.14669933760417,-0.108598738223688,1.99372192546704,119,518,3.07342789931762
"187199","P","IK44dXK9",5.14669933760417,0.201681544235555,1.34213233805583,119,835,3.72178395741534
"187228","P","IK44dXK9",5.14669933760417,0.201681544235555,1.34213233805583,119,534,3.85923612961436
"187241","P","IK44dXK9",5.14669933760417,0.0465410479177897,1.72998304621803,119,682,3.27490903699677
"187248","P","IK44dXK9",5.14669933760417,-0.449908398263805,1.54381459267196,119,515,3.07434575254158
"187254","P","IK44dXK9",5.14669933760417,-0.449908398263805,1.54381459267196,119,501,2.03026394758696
"187268","P","IK44dXK9",5.14669933760417,0.0620548489878661,1.46624416696901,119,983,2.55062662623496
"187272","P","IK44dXK9",5.14669933760417,0.139625274690823,1.55932839374204,119,1717,2.53584352980248
"187340","P","IK44dXK9",5.14669933760417,0.310279216990519,1.52830043651374,119,634,3.04483771035812
"187357","P","IK44dXK9",5.14669933760417,0.108596252198091,1.68344093283151,119,833,2.54403575419347
"187362","P","IK44dXK9",5.14669933760417,-0.155141916874635,1.62138466328677,119,601,2.3200063862913
"187375","P","IK44dXK9",5.14669933760417,0.170652876830974,1.62138466328677,119,967,2.72130209041115
"187389","P","IK44dXK9",5.14669933760417,-0.387852483807211,1.51278628035552,119,567,2.31856787529634
"187411","P","IK44dXK9",5.14669933760417,-1.13252629799146,1.43521620974071,119,700,2.54528156487709
"187439","P","IK44dXK9",5.14669933760417,-2.55981801190336,1.34213198296768,119,701,4.29806735314007
"187523","P","IK44dXK9",5.14669933760417,0.201681189147416,1.76101100344632,119,1000,2.56137635919472
"187571","P","IK44dXK9",5.14669933760417,0.977383315648105,1.86960938637757,119,583,4.31089668963443
"187584","P","IK44dXK9",5.14669933760417,0.605046408555982,1.88512336499172,119,566,3.75257572801871
"187608","P","IK44dXK9",5.14669933760417,-0.12411360455819,1.93166547837823,119,1652,2.64070149268067
"187647","P","IK44dXK9",5.14669933760417,-0.0620573350134517,2.00923590408119,119,717,2.62690220084174
"187728","W","iLUSpWQy",5.39602426619018,-2.04297467831793e-10,1.55932981409462,120,3302,8.72123844416605
"187736","W","iLUSpWQy",5.39602426619018,-2.04297467831793e-10,1.55932981409462,120,1267,5.78584777000339
"187738","W","iLUSpWQy",5.39602426619018,-2.04297467831793e-10,1.55932981409462,120,2920,5.22172761242806
"187788","W","iLUSpWQy",5.39602426619018,-2.04297467831793e-10,1.55932981409462,120,668,5.32203604056593
"187794","W","iLUSpWQy",5.39602426619018,-2.04297467831793e-10,1.55932981409462,120,2454,5.34832366094462
"187827","W","iLUSpWQy",5.39602426619018,0.0116355281423313,0.33759933769859,120,784,6.14423493841366
"187832","W","iLUSpWQy",5.39602426619018,0.02327105648896,0.279421695965447,120,1185,6.16016540664905
"187836","W","iLUSpWQy",5.39602426619018,0.02327105648896,0.279421695965448,120,2720,7.34225824916694
"187861","W","iLUSpWQy",5.39602426619018,0.418879020274342,0.0118045439929878,120,932,7.37508803008595
"188127","W","iLUSpWQy",5.39602426619018,-0.0116355285509311,2.05965753299968,120,634,6.05240064620039
"188136","W","iLUSpWQy",5.39602426619018,-0.0116355285509311,2.05965753299968,120,1385,3.74220459868977
"188142","W","iLUSpWQy",5.39602426619018,-0.0116355285509311,2.05965753299968,120,2936,2.73307485368205
"188146","W","iLUSpWQy",5.39602426619018,-0.0116355285509311,2.05965753299968,120,5371,3.36639688900567
"188148","W","iLUSpWQy",5.39602426619018,-0.0116355285509311,2.05965753299968,120,717,3.74220459868977
"188231","W","iLUSpWQy",5.39602426619018,-2.75762021835534,1.45461005897498,120,751,4.9567062716057
"188348","W","iLUSpWQy",5.39602426619018,-0.535234304149232,1.59423639913453,120,883,4.70679439598477
"188401","W","iLUSpWQy",5.39602426619018,-0.535234304149232,1.59423639913453,120,2169,4.67226357530815
"188503","W","iLUSpWQy",5.39602426619018,1.44280551477767,0.756478358177247,120,818,5.20123346212121
"188657","W","iLUSpWQy",5.39602426619018,2.83906891638275,3.14159165358979,120,618,5.59902040095441
"188670","W","iLUSpWQy",5.39602426619018,2.89724655813991,3.14159165358979,120,701,5.59902035962608
"188707","W","iLUSpWQy",5.39602426619018,2.89724655813124,3.14159165354534,120,1167,5.58050859013455
"189068","W","iLUSpWQy",5.39602426619018,-1.04719755137766,1.37299134485776,120,651,5.38928227432747
"189137","W","iLUSpWQy",5.39602426619018,2.74598468962335,1.45444004328416,120,834,4.24528143754995
"189143","W","iLUSpWQy",5.39602426619018,2.85070444474301,1.39626240155102,120,850,4.20658039936627
"189152","W","iLUSpWQy",5.39602426619018,2.85070444474301,1.39626240155102,120,2303,7.10701153271935
"189190","W","iLUSpWQy",5.39602426619018,2.85070444474301,1.39626240155102,120,1036,7.10805307219674
"189204","W","iLUSpWQy",5.39602426619018,2.92051761482278,1.64060849683023,120,5589,7.00592421279064
"189205","W","iLUSpWQy",5.39602426619018,2.91614360957133,1.60426010583003,120,1902,7.00592421279063
"189206","W","iQ49E4dD",5.42518498948065,-2.04297467831793e-10,1.55932981409462,121,13936,8.72123844416605
"189257","W","iQ49E4dD",5.42518498948065,0.586430557448168,1.46624558732159,121,633,8.72123844416604
"189263","W","iQ49E4dD",5.42518498948065,0.586430557448168,1.46624558732159,121,616,6.41091165651345
"189264","W","iQ49E4dD",5.42518498948065,0.586430557448168,1.46624558732159,121,699,6.74832805948784
"189265","W","iQ49E4dD",5.42518498948065,0.586430557448168,1.46624558732159,121,701,6.41091165651345
"189272","W","iQ49E4dD",5.42518498948065,0.586430557448168,1.46624558732159,121,750,4.47697871170551
"189274","W","iQ49E4dD",5.42518498948065,0.586430557448168,1.46624558732159,121,917,4.96064123180665
"189276","W","iQ49E4dD",5.42518498948065,0.586430557448168,1.46624558732159,121,2834,5.49655538150322
"189331","W","iQ49E4dD",5.42518498948065,0.00930863552589534,1.63379721326745,121,2649,5.49655538150322
"189359","W","iQ49E4dD",5.42518498948065,-0.660897513169409,1.66172276536988,121,500,5.49655538150322
"189527","W","iQ49E4dD",5.42518498948065,-0.11170078826141,1.64310584899764,121,949,5.49655538150322
"189829","W","iQ49E4dD",5.42518498948065,-0.605047119140838,1.96890064270325,121,750,5.49655538150324
"189839","W","iQ49E4dD",5.42518498948065,-0.353719280747879,1.41970356270711,121,616,5.49655538150324
"189858","W","iQ49E4dD",5.42518498948065,0.242019912634777,1.39177836569283,121,1816,5.49655538150324
