"","condition","ID","cov_distance","aa","pa","IDnum","ms","d"
"28886","W","4HX1qyfV",5.93769982449384,-2.04297467831793e-10,1.55932981409462,17,2196,20.8582020761903
"28955","W","4HX1qyfV",5.93769982449384,-2.04297467831793e-10,1.55932981409462,17,735,6.41091165651338
"28967","W","4HX1qyfV",5.93769982449384,-2.04297467831793e-10,1.55932981409462,17,8087,11.864147265658
"28968","W","4HX1qyfV",5.93769982449384,-2.04297467831793e-10,1.55932981409462,17,3754,11.2709399023751
"28972","W","4HX1qyfV",5.93769982449384,-2.04297467831793e-10,1.55932981409462,17,2853,9.18025099385887
"29128","W","4HX1qyfV",5.93769982449384,-1.08210413644078,2.71124712041087,17,684,9.18025099385886
"29455","W","4HX1qyfV",5.93769982449384,-0.418879020682938,1e-06,17,884,9.18025099385886
"29745","P","4LMDUWX9",6.16339391199156,-2.04297467831793e-10,1.55932981409462,18,9810,8.72123844416605
"29823","P","4LMDUWX9",6.16339391199156,-2.34572258590231,2.08990997771853,18,1237,8.72123844416605
"29826","P","4LMDUWX9",6.16339391199156,-2.34572258590231,2.08990997771853,18,535,10.1720232618936
"29834","P","4LMDUWX9",6.16339391199156,-2.34572258590231,2.08990997771853,18,650,15.3326951992251
"30030","P","4LMDUWX9",6.16339391199156,-1.76860030889188,1.27076885313348,18,719,8.28517652195774
"30099","P","4LMDUWX9",6.16339391199156,-1.76860030889188,1.27076885313348,18,766,8.57442900892101
"30219","P","4LMDUWX9",6.16339391199156,2.87630274911762,1.18699308454657,18,650,6.14956906274184
"30317","P","4LMDUWX9",6.16339391199156,2.83906820619685,1.28938559196164,18,1048,6.10182281568376
"30326","P","4LMDUWX9",6.16339391199156,1.53588938646257,0.926357320599711,18,717,7.98839883968882
"30388","P","4LMDUWX9",6.16339391199156,2.94146106870007,1.03805846374498,18,6930,6.27945187811743
"30428","P","4LMDUWX9",6.16339391199156,2.94146106870007,1.03805846374498,18,666,6.2794518781174
"30446","P","4LMDUWX9",6.16339391199156,0.688823064863243,1.32661977979426,18,598,9.63374250812257
"30476","P","4LMDUWX9",6.16339391199156,0.12100871340672,2.12714398800707,18,28865,10.2592598060505
"30509","P","4LMDUWX9",6.16339391199156,0.0465417580940706,1.95959245083324,18,1149,10.3798591115325
"30543","P","4LMDUWX9",6.16339391199156,0.046541758094071,1.95959245083324,18,668,5.76500306503749
"30545","P","4LMDUWX9",6.16339391199156,0.046541758094071,1.95959245083324,18,3466,5.41296887508094
"30546","P","4LMDUWX9",6.16339391199156,0.046541758094071,1.95959245083324,18,883,5.25020000836096
"30547","P","4LMDUWX9",6.16339391199156,0.046541758094071,1.95959245083324,18,1419,5.41296887508094
"30548","P","4LMDUWX9",6.16339391199156,0.046541758094071,1.95959245083324,18,914,5.25020000836095
"30551","P","4LMDUWX9",6.16339391199156,0.046541758094071,1.95959245083324,18,1385,5.76500306503749
"30552","P","4LMDUWX9",6.16339391199156,0.046541758094071,1.95959245083324,18,8195,5.58441727981027
"30554","P","4LMDUWX9",6.16339391199156,0.046541758094071,1.95959245083324,18,518,5.25020000836095
"30555","P","4LMDUWX9",6.16339391199156,0.046541758094071,1.95959245083324,18,583,5.09567553107621
"30564","P","4LMDUWX9",6.16339391199156,0.046541758094071,1.95959245083324,18,619,4.01402679133864
"30580","W","4VozozK1",6.08474782501133,-2.04297467831793e-10,1.55932981409462,19,1183,9.180250993859
"30652","W","4VozozK1",6.08474782501133,1.02392649429904,1.5127877007081,19,840,9.180250993859
"30701","W","4VozozK1",6.08474782501133,0.82612251240635,1.90839566449349,19,560,9.180250993859
"30838","W","4VozozK1",6.08474782501133,-1.40789893014639,0.791384943217114,19,574,7.10350322051352
"30965","W","4VozozK1",6.08474782501133,2.08275957384227,1.22189949204238,19,654,6.74832805948784
"31149","W","4VozozK1",6.08474782501133,-0.221075038790242,1.66404956921428,19,507,4.71260917021632
"31397","W","4VozozK1",6.08474782501133,0.977384380912536,1.33825477550867,19,560,5.49655538150323
"31439","W","4VozozK1",6.08474782501133,1.27990811792488,1.4313390022817,19,721,5.49655538150322
"31478","W","4VozozK1",6.08474782501133,0.686496172246816,1.32661924716204,19,746,5.49655538150321
"31612","W","4VozozK1",6.08474782501133,-0.674860644308757,1.30334819046878,19,760,5.49655538150321
"31711","W","4VozozK1",6.08474782501133,-1.6987871388121,1.71059168260079,19,854,5.4965553815032
"31811","W","4VozozK1",6.08474782501133,2.28056355573497,1.31498371881541,19,507,5.78584777000336
"31848","W","4VozozK1",6.08474782501133,1.97803981872262,0.779749414870484,19,588,6.41091165651342
"31904","W","4VozozK1",6.08474782501133,1.0821041360322,1.36152583220193,19,547,6.41091165651341
"31923","W","4VozozK1",6.08474782501133,0.791215927366476,1.47788111566822,19,867,6.41091165651341
"31941","W","4VozozK1",6.08474782501133,0.383972435234467,1.47788111566822,19,747,6.41091165651341
"32005","W","4VozozK1",6.08474782501133,1.00065543760579,1.44297453062833,19,560,6.41091165651341
"32168","W","4VozozK1",6.08474782501133,-0.244346095483487,1.30334819046878,19,573,4.47697871170547
"32464","W","4VozozK1",6.08474782501133,2.59472282109395,0.965917868416544,19,680,4.47697871170547
"32468","W","4VozozK1",6.08474782501133,2.59472282109395,0.965917868416544,19,521,5.49655538150317
"32667","W","4VozozK1",6.08474782501133,-0.52359877580258,1.4313390022817,19,840,5.49655538150318
"32737","W","4VozozK1",6.08474782501133,1.36135681635129,1.36152583220193,19,840,5.49655538150317
"32759","W","4VozozK1",6.08474782501133,1.96640429037599,1.3498903038553,19,520,5.49655538150317
"32829","W","4VozozK1",6.08474782501133,-0.360701378949775,1.5127877007081,19,681,5.49655538150317
"32901","W","4VozozK1",6.08474782501133,1.0006554376058,1.61750745582776,19,600,4.96064123180661
"32969","W","4VozozK1",6.08474782501133,1.10537519272546,1.7105916826008,19,1094,4.96064123180661
"33013","W","4VozozK1",6.08474782501133,-1.31481470337334,1.25680607708227,19,547,4.96064123180661
"33040","W","4VozozK1",6.08474782501133,-1.61733844038569,1.61750745582776,19,653,4.96064123180661
"33162","W","4VozozK1",6.08474782501133,1.8500490069097,1.16372185030924,19,841,4.96064123180662
"33169","W","4VozozK1",6.08474782501133,1.8500490069097,1.16372185030924,19,813,4.71260917021629
"33215","W","4wJVXhpp",5.84849567273568,-2.04297467831793e-10,1.55932981409462,20,6786,8.72123844416605
"33229","W","4wJVXhpp",5.84849567273568,-2.04297467831793e-10,1.55932981409462,20,1134,8.72123844416602
"33311","W","4wJVXhpp",5.84849567273568,-2.04297467831793e-10,1.55932981409462,20,716,2.07414497474504
"33332","W","4wJVXhpp",5.84849567273568,-2.04297467831793e-10,1.55932981409462,20,1916,5.7858477700033
"33368","W","4wJVXhpp",5.84849567273568,-2.04297467831793e-10,1.55932981409462,20,5102,7.10350322051338
"33397","W","4wJVXhpp",5.84849567273568,1.20826553372029,1.31231665175574,20,984,7.10350322051338
"33610","W","4wJVXhpp",5.84849567273568,2.52938660235066,2.01698014007794,20,5419,7.10350322051338
"33628","W","4wJVXhpp",5.84849567273568,2.52938660235066,2.01698014007794,20,667,2.82161319040198
"33666","W","4wJVXhpp",5.84849567273568,2.52938660235066,2.01698014007794,20,1201,5.22172761242793
"33686","W","4wJVXhpp",5.84849567273568,2.52938660235066,2.01698014007794,20,750,14.5660604392634
"33716","W","4wJVXhpp",5.84849567273568,2.52938660235066,2.01698014007794,20,1417,5.22172761242791
"33730","W","4wJVXhpp",5.84849567273568,2.52938660235066,2.01698014007794,20,1565,10.7073929072561
"33775","W","4wJVXhpp",5.84849567273568,2.52938660235066,2.01698014007794,20,533,28.3749587530551
"33827","W","4wJVXhpp",5.84849567273568,2.52938660235066,2.01698014007794,20,2000,2.68053253088184
"33852","W","4wJVXhpp",5.84849567273568,2.52938660235066,2.01698014007794,20,2067,9.66342209879858
"33890","W","4wJVXhpp",5.84849567273568,2.52938660235066,2.01698014007794,20,1884,4.71260917021614
"33927","W","4wJVXhpp",5.84849567273568,2.52938660235066,2.01698014007794,20,634,2.97011914779149
"33960","W","4wJVXhpp",5.84849567273568,2.52938660235066,2.01698014007794,20,3284,16.1396791570782
"33984","W","4wJVXhpp",5.84849567273568,1.30703046064253,1.46985109344029,20,1334,16.1396791570782
"34012","W","4wJVXhpp",5.84849567273568,1.30703046064253,1.46985109344029,20,3516,3.83844962294833
"34030","W","4wJVXhpp",5.84849567273568,1.30703046064253,1.46985109344029,20,1968,9.66342209879848
"34062","W","4wJVXhpp",5.84849567273568,0.379150338220683,1.27133480472804,20,1284,9.66342209879848
"34114","W","4wJVXhpp",5.84849567273568,0.379150338220683,1.27133480472804,20,518,10.7073929072559
"34129","W","4wJVXhpp",5.84849567273568,0.379150338220683,1.27133480472804,20,716,4.96064123180638
"34144","W","4wJVXhpp",5.84849567273568,0.379150338220683,1.27133480472804,20,1350,10.7073929072558
"34165","W","4wJVXhpp",5.84849567273568,0.379150338220683,1.27133480472804,20,783,3.83844962294827
"34171","W","4wJVXhpp",5.84849567273568,0.379150338220683,1.27133480472804,20,2034,5.22172761242773
"34335","W","4wJVXhpp",5.84849567273568,0.625794563976556,1.83865505103031,20,1582,5.22172761242773
"34336","W","4wJVXhpp",5.84849567273568,0.625794563976556,1.83865505103031,20,768,5.22172761242773
"34396","W","4wJVXhpp",5.84849567273568,-0.174643002728786,1.37588713578716,20,716,5.22172761242773
"34401","W","4wJVXhpp",5.84849567273568,-0.174643002728785,1.37588713578716,20,1417,4.04047328731397
"34441","W","4wJVXhpp",5.84849567273568,-0.174643002728785,1.37588713578716,20,734,4.96064123180633
"34451","W","4wJVXhpp",5.84849567273568,-0.174643002728785,1.37588713578716,20,519,2.97011914779142
"34470","W","4wJVXhpp",5.84849567273568,-0.174643002728785,1.37588713578716,20,967,7.87091769585932
"34486","W","4wJVXhpp",5.84849567273568,-0.174643002728785,1.37588713578716,20,2700,3.46420078471079
"34806","W","4wJVXhpp",5.84849567273568,0.101808032123561,2.43512004458205,20,1351,3.46420078471079
"34876","W","4YtevUpO",5.29368618456873,-2.04297467831793e-10,1.55932981409462,21,2225,8.72123844416605
"35386","W","4YtevUpO",5.29368618456873,2.50163859432091,0.942646811723285,21,1486,8.72123844416604
"35395","W","4YtevUpO",5.29368618456873,2.50163859432091,0.942646811723286,21,853,10.1720232618936
"35488","W","4YtevUpO",5.29368618456873,0.523598775393996,1.96657330622662,21,1370,10.1720232618936
"35551","W","4YtevUpO",5.29368618456873,1.08210413603218,1.65241404086764,21,752,10.1720232618936
"35564","W","4YtevUpO",5.29368618456873,0.942477795872636,1.68732062590753,21,668,10.1720232618936
"35571","W","4YtevUpO",5.29368618456873,0.942477795872636,1.68732062590753,21,720,7.10350322051351
"35633","W","4YtevUpO",5.29368618456873,0.686496172246804,1.33825477550867,21,799,7.10350322051351
"35634","W","4YtevUpO",5.29368618456873,0.686496172246804,1.33825477550867,21,1037,6.74832805948783
"35670","W","4YtevUpO",5.29368618456873,0.686496172246804,1.33825477550867,21,568,6.79544560057437
"35674","W","4YtevUpO",5.29368618456873,0.686496172246804,1.33825477550867,21,518,5.55430196998926
"35677","W","4YtevUpO",5.29368618456873,0.686496172246804,1.33825477550867,21,771,4.77983624228922
"35698","W","4YtevUpO",5.29368618456873,0.779580399019835,1.75713379598731,21,1285,4.45452273633359
"35723","W","4YtevUpO",5.29368618456873,0.989019909259153,1.5127877007081,21,534,4.66537770188349
"35812","W","4YtevUpO",5.29368618456873,-0.255981623830131,1.46624558732158,21,684,4.71222870823495
"35855","W","4YtevUpO",5.29368618456873,0.232710566728284,1.38479688889518,21,8726,4.73912408586882
"35874","W","4YtevUpO",5.29368618456873,0.337430321847943,1.79204038102719,21,534,4.41500116417249
"35883","W","4YtevUpO",5.29368618456873,0.337430321847943,1.79204038102719,21,1919,7.1572749715048
"35948","P","53ywni4e",4.08481214039755,-2.04297467831793e-10,1.55932981409462,22,6169,8.72123844416605
"35981","P","53ywni4e",4.08481214039755,-1.55916079865256,1.17535737865587,22,3167,8.72123844416605
"35984","P","53ywni4e",4.08481214039755,-1.57079632699919,1.15208632196261,22,6667,8.72123844416606
"36002","P","53ywni4e",4.08481214039755,-2.04785298921098,1.29171266212216,22,650,8.72123844416606
"36011","P","53ywni4e",4.08481214039755,-2.76925574670197,1.58260087078788,22,1718,8.72123844416606
"36020","P","53ywni4e",4.08481214039755,2.88561102975966,1.88512460780023,22,2916,8.72123844416605
"36060","P","53ywni4e",4.08481214039755,1.50098315651083,1.3498903038553,22,22251,8.72123844416605
"36076","P","53ywni4e",4.08481214039755,-0.17453292540373,1.18699290700249,22,2501,8.72123844416605
"36077","P","53ywni4e",4.08481214039755,-0.17453292540373,1.17535737865587,22,4100,8.72123844416605
"36079","I","59a2V1Rd",6.00318575394005,-2.04297467831793e-10,1.55932981409462,23,4955,8.72123844416605
"36107","I","59a2V1Rd",6.00318575394005,1.19845941949847,1.21026396369575,23,649,8.72123844416605
"36125","I","59a2V1Rd",6.00318575394005,0.861029097446238,2.07129306134629,23,884,8.72123844416605
"36157","I","59a2V1Rd",6.00318575394005,-0.407243492336306,2.65306947867773,23,1117,8.72123844416604
"36273","I","59a2V1Rd",6.00318575394005,0.826122512406355,1.72222721094742,23,500,8.72123844416604
"36325","I","59a2V1Rd",6.00318575394005,0.18616845334177,1.4313390022817,23,667,8.28517652195774
"36326","I","59a2V1Rd",6.00318575394005,0.18616845334177,1.4313390022817,23,951,7.87091769585985
"36379","I","59a2V1Rd",6.00318575394005,2.26892802738833,1.40806794558844,23,568,7.87091769585985
"36472","I","59a2V1Rd",6.00318575394005,2.42018989589451,3.14159165358979,23,1051,7.87091769585986
"36489","I","59a2V1Rd",6.00318575394005,-2.18747932937052,3.14159165358979,23,516,7.87091769585986
"36553","I","59a2V1Rd",6.00318575394005,1.32645023131139,0.930841267685848,23,515,7.87091769585986
"36644","I","59a2V1Rd",6.00318575394005,-3.11832159710083,1.59406638344369,23,569,10.1720232618936
"36662","I","59a2V1Rd",6.00318575394005,-1.76860030889189,1.26827158973808,23,518,10.1720232618936
"36679","I","59a2V1Rd",6.00318575394005,-0.605047474228999,1.22172947635157,23,501,10.1720232618936
"36691","I","59a2V1Rd",6.00318575394005,0.081448698222105,1.1519163062718,23,885,10.1720232618936
"36739","I","59a2V1Rd",6.00318575394005,0.0232710564889618,1.46607557163077,23,9284,10.1720232618936
"36758","I","59a2V1Rd",6.00318575394005,0.884300154139498,1.43116898659089,23,767,10.1720232618936
"36781","I","59a2V1Rd",6.00318575394005,-0.628318530922254,1.53588874171055,23,865,10.1720232618936
"36854","I","59a2V1Rd",6.00318575394005,1.08210413603219,0.814485984219559,23,601,10.1720232618936
"36881","I","59a2V1Rd",6.00318575394005,2.54818070770742,1.59406638344369,23,968,10.1720232618936
"36897","I","59a2V1Rd",6.00318575394005,2.43182542424113,1.86168353541616,23,767,10.1720232618936
"36901","I","59a2V1Rd",6.00318575394005,2.43182542424113,1.86168353541616,23,599,12.4885760691138
"36903","I","59a2V1Rd",6.00318575394005,2.43182542424113,1.86168353541616,23,667,11.2709399023752
"36948","I","59a2V1Rd",6.00318575394005,0.127990811608619,1.95476776218919,23,584,7.87091769585986
"36965","I","59a2V1Rd",6.00318575394005,0.31415926515468,1.52425321336392,23,651,7.87091769585986
"36968","I","59a2V1Rd",6.00318575394005,0.31415926515468,1.52425321336392,23,1099,6.74832805948784
"36984","I","59a2V1Rd",6.00318575394005,0.162897396648506,1.8384124787229,23,783,6.74832805948784
"36986","I","59a2V1Rd",6.00318575394005,0.162897396648506,1.8384124787229,23,1383,6.09036607368778
"36995","I","59a2V1Rd",6.00318575394005,0.162897396648506,1.8384124787229,23,30666,9.66342209879895
"37015","W","5exeKsOv",4.03010237283034,-2.04297467831793e-10,1.55932981409462,24,3112,8.72123844416605
"37017","W","5exeKsOv",4.03010237283034,-2.04297467831793e-10,1.55932981409462,24,4190,9.66342209879895
"37160","W","5exeKsOv",4.03010237283034,1.17518836280522,1.58260087078787,24,617,9.66342209879893
"37177","W","5exeKsOv",4.03010237283034,0.930842267526013,1.52442322905473,24,785,9.66342209879893
"37182","W","5exeKsOv",4.03010237283034,0.802851455713095,1.47788111566821,24,2406,9.66342209879893
"37227","W","5exeKsOv",4.03010237283034,0.802851455713095,1.47788111566821,24,2120,9.73775671586959
"37257","W","5exeKsOv",4.03010237283034,0.802851455713095,1.47788111566821,24,767,9.6732649025363
"37273","W","5exeKsOv",4.03010237283034,0.802851455713095,1.47788111566821,24,685,7.88299895915791
"37276","W","5exeKsOv",4.03010237283034,0.802851455713095,1.47788111566821,24,2536,7.49008787772361
"37277","W","5exeKsOv",4.03010237283034,0.802851455713095,1.47788111566821,24,13187,7.11688732655863
"37294","W","5exeKsOv",4.03010237283034,1.07046860768556,1.48951664401484,24,651,7.09376989026986
"37298","W","5exeKsOv",4.03010237283034,1.11701072107207,1.48951664401484,24,901,7.09100243848087
"37320","W","5exeKsOv",4.03010237283034,0.837758040752982,1.52442322905473,24,3071,7.09433191549415
"37326","W","5exeKsOv",4.03010237283034,0.919206739179384,1.55932981409462,24,29475,7.07352374080731
"37327","W","5exeKsOv",4.03010237283034,0.919206739179384,1.55932981409462,24,518,7.44672294496076
"37335","W","5exeKsOv",4.03010237283034,0.919206739179384,1.55932981409462,24,1068,7.44672294496077
"37338","W","5exeKsOv",4.03010237283034,0.919206739179384,1.55932981409462,24,634,7.8396331253824
"37340","W","5exeKsOv",4.03010237283034,0.919206739179384,1.55932981409462,24,569,7.07352374080731
"37342","W","5exeKsOv",4.03010237283034,0.919206739179384,1.55932981409462,24,1986,6.38237923649852
"37343","P","5lUxwLeT",5.39530609980266,-2.04297467831793e-10,1.55932981409462,25,6534,8.72123844416605
"37549","P","5lUxwLeT",5.39530609980266,-3.06014395536769,1.09373866453866,25,17435,8.72123844416605
"37584","P","5lUxwLeT",5.39530609980266,2.26892802738833,0.395606963740933,25,1474,5.49655538150322
"37623","P","5lUxwLeT",5.39530609980266,2.26892802738833,0.395606963740932,25,832,5.49889636208318
"37654","P","5lUxwLeT",5.39530609980266,2.26892802738833,0.395606963740932,25,503,5.55347170145591
"37785","P","5lUxwLeT",5.39530609980266,0.337430321847941,2.04785198896223,25,550,6.05729332377486
"37803","P","5lUxwLeT",5.39530609980266,0.581776417127146,2.01294540392235,25,1549,6.00001375909985
"37838","P","5lUxwLeT",5.39530609980266,0.581776417127146,2.01294540392235,25,834,5.99946128611915
"37900","P","5lUxwLeT",5.39530609980266,0.581776417127146,2.01294540392235,25,733,3.86321025771441
"37903","P","5lUxwLeT",5.39530609980266,0.581776417127146,2.01294540392235,25,553,3.45202542745789
"37922","P","5lUxwLeT",5.39530609980266,0.581776417127146,2.01294540392235,25,800,3.39544672756144
"38105","P","5lUxwLeT",5.39530609980266,0.5585053604339,2.32710466928133,25,29901,3.0650971704762
"38201","P","5lUxwLeT",5.39530609980266,0.162897396648518,1.33808475981787,25,501,3.68885431677562
"38663","P","5lUxwLeT",5.39530609980266,0.884300154139505,2.11766515904201,25,884,3.35476731361727
"38776","W","5Wfrvmvr",5.46227997539579,-2.04297467831793e-10,1.55932981409462,26,3451,8.72123844416605
"38844","W","5Wfrvmvr",5.46227997539579,0.605047473820401,1.93166672118674,26,1450,8.72123844416606
"38946","W","5Wfrvmvr",5.46227997539579,-2.32710566953007,0.791214927526319,26,617,5.49655538150322
"39041","W","5Wfrvmvr",5.46227997539579,0.907571210832746,1.46607757160866,26,516,4.96064123180665
"39108","W","5Wfrvmvr",5.46227997539579,0.930842267526002,1.19846041974722,26,2266,4.96064123180666
"39144","W","5Wfrvmvr",5.46227997539579,-0.0698131702840805,0.616684002415781,26,502,9.18025099385899
"39232","W","5Wfrvmvr",5.46227997539579,-0.0698131702840765,0.616684002415781,26,1067,8.7350667336931
"39338","W","5Wfrvmvr",5.46227997539579,0.279252680114789,1.58243285518598,26,834,5.49357690430445
"39385","W","5Wfrvmvr",5.46227997539579,0.186168453341757,1.53589074179946,26,783,4.44108510886723
"39413","W","6jFG6dPU",6.0725123735122,-2.04297467831793e-10,1.55932981409462,27,2203,8.72123844416605
"39415","W","6jFG6dPU",6.0725123735122,-0.651589587615513,0.570309904631166,27,549,9.180250993859
"39416","W","6jFG6dPU",6.0725123735122,-0.651589587615513,0.570309904631166,27,651,8.72123844416605
"39448","W","6jFG6dPU",6.0725123735122,0.605047473820403,2.05965753299966,27,552,8.72123844416604
"39663","W","6jFG6dPU",6.0725123735122,-0.372336907296415,3.14159165358979,27,633,8.72123844416604
"39805","W","6jFG6dPU",6.0725123735122,-3.11832159710083,3.14159165358979,27,675,8.72123844416604
"39815","W","6jFG6dPU",6.0725123735122,1.55916079824398,3.02523637007905,27,588,8.72123844416604
"39838","W","6jFG6dPU",6.0725123735122,1.55916079824398,3.02523637007905,27,534,9.11015090260062
"39945","W","6jFG6dPU",6.0725123735122,0.54686983208727,1.38462687320438,27,500,4.60729055747746
"39998","W","6jFG6dPU",6.0725123735122,0.360701378541209,1.64060849683022,27,584,3.96272247117835
"39999","W","6jFG6dPU",6.0725123735122,0.360701378541209,1.64060849683022,27,568,4.29437498192344
"40079","W","6jFG6dPU",6.0725123735122,1.30317917462961,1.5940663834437,27,517,6.04695625867971
"40214","W","6jFG6dPU",6.0725123735122,0.733038285644801,1.64060849683022,27,568,9.0325275140505
"40364","W","6jFG6dPU",6.0725123735122,-2.33874119786522,2.45509548109424,27,651,11.5944177549191
"40385","W","6jFG6dPU",6.0725123735122,-2.33874119786522,2.45509548109424,27,517,4.82680188097549
"40443","W","6jFG6dPU",6.0725123735122,1.32645023132287,1.65224402517685,27,517,1.93779864834712
"40488","W","6jFG6dPU",6.0725123735122,0.942477795884122,1.5126176850173,27,617,1.85581047790198
"40507","W","6jFG6dPU",6.0725123735122,1.38462787305602,1.50098215667068,27,651,3.89158473158702
"40514","W","6jFG6dPU",6.0725123735122,0.442150076979081,1.61733744013696,27,917,3.83934273066921
"40516","W","6jFG6dPU",6.0725123735122,0.442150076979081,1.61733744013696,27,502,4.40622908074223
"40545","W","6jFG6dPU",6.0725123735122,0.826122512417832,1.46607557163079,27,734,4.24700049214671
"40582","W","6jFG6dPU",6.0725123735122,0.826122512417832,1.46607557163079,27,518,4.44986652693936
"40602","W","6jFG6dPU",6.0725123735122,0.255981623433019,1.53588874171056,27,1100,3.82546124139445
"40604","W","6jFG6dPU",6.0725123735122,0.255981623433019,1.53588874171056,27,519,3.25545528215876
"40689","W","6jFG6dPU",6.0725123735122,0.337430321859421,1.53588874171056,27,1151,3.8862903588609
"40736","W","6jFG6dPU",6.0725123735122,-0.116355283659103,1.67551508187011,27,2035,2.70412387902322
"40739","W","6jFG6dPU",6.0725123735122,-0.116355283659103,1.67551508187011,27,8107,3.53977514494539
"40799","W","6jFG6dPU",6.0725123735122,-0.221075038778761,1.76859930864314,27,501,8.04266031510265
"40941","W","6jFG6dPU",6.0725123735122,-2.87397550181014,1.67551508187011,27,552,14.0686096371463
"40948","W","6mMApe56",6.24791916949449,-2.04297467831793e-10,1.55932981409462,28,5098,8.72123844416605
"41169","W","6mMApe56",6.24791916949449,0.990264138120443,3.14159165358979,28,1083,8.72123844416604
"41240","W","6mMApe56",6.24791916949449,0.818220025731728,3.14159165358979,28,4397,8.72123844416604
"41543","W","6mMApe56",6.24791916949449,3.02669571693214,1.62638561871251,28,1267,8.73781029075337
"41665","W","6mMApe56",6.24791916949449,3.02669571693214,1.62638561871251,28,749,7.88927588896436
"41719","W","6mMApe56",6.24791916949449,3.02669571693214,1.62638561871251,28,1334,7.87093366778594
"41759","W","6mMApe56",6.24791916949449,3.02669571693214,1.62638561871251,28,532,2.82526035164214
"41800","W","6mMApe56",6.24791916949449,3.02669571693214,1.62638561871251,28,1583,4.96271664403782
"41863","W","6mMApe56",6.24791916949449,0.0690064096092584,1.91050087609395,28,549,5.02140280159579
"42071","W","6mMApe56",6.24791916949449,-0.389010071161032,2.27285696559674,28,533,5.05202186345786
"42136","W","6mMApe56",6.24791916949449,-0.463915915421327,1.77029787278636,28,1416,4.9876775847313
"42183","W","6mMApe56",6.24791916949449,0.723756991690335,1.91468239409351,28,2451,5.03509164404444
"42362","W","6mMApe56",6.24791916949449,2.70740081172706,1.31294008052568,28,716,4.92869746820656
"42386","W","6mMApe56",6.24791916949449,2.65953990096873,0.890344352429722,28,633,4.87640814832848
"42460","W","6mMApe56",6.24791916949449,2.58558427258538,1.40824857944114,28,665,4.94553275863642
"42923","W","6mMApe56",6.24791916949449,0.240415269305961,1.36512099366026,28,1214,4.95133098197327
"42981","W","6mMApe56",6.24791916949449,0.298849994856335,0.994636581422392,28,1034,6.03137403997211
"43059","W","6mMApe56",6.24791916949449,0.457718561612066,1.53670065075486,28,683,6.10985196942032
"43072","W","6mMApe56",6.24791916949449,0.498832087432564,1.70001598635474,28,1902,6.13322633468466
"43117","W","6mMApe56",6.24791916949449,-0.916040773684081,1.70872594347188,28,1252,6.09562218385836
"43290","W","6mMApe56",6.24791916949449,0.49246216119324,1.44533842394268,28,536,6.0976499558505
"43336","W","6mMApe56",6.24791916949449,0.773636578554934,1.40270512086011,28,751,6.09613194551729
"43346","W","6mMApe56",6.24791916949449,0.394877902354266,1.4630601631005,28,536,6.09812821477162
"43380","W","6mMApe56",6.24791916949449,-0.297241445966502,1.59164059877876,28,6743,6.09727143039632
"43644","W","6mMApe56",6.24791916949449,2.81520486247718,1.47796889397091,28,1365,6.07764897455519
"43669","I","7AplEHaI",6.20455949199735,-2.04297467831793e-10,1.55932981409462,29,2722,8.72123844416605
"43916","I","7AplEHaI",6.20455949199735,0.121009068494869,1.61518056321133,29,1514,8.72123844416604
"43918","I","7AplEHaI",6.20455949199735,0.121009068494869,1.61518056321133,29,550,9.66342209879894
"43925","I","7AplEHaI",6.20455949199735,0.121009068494869,1.61518056321133,29,500,6.74832805948784
"43927","I","7AplEHaI",6.20455949199735,0.121009068494869,1.61518056321133,29,630,6.09036607368778
"43928","I","7AplEHaI",6.20455949199735,0.121009068494869,1.61518056321133,29,685,5.78584777000339
"43929","I","7AplEHaI",6.20455949199735,0.121009068494869,1.61518056321133,29,600,5.49655538150322
"43937","I","7AplEHaI",6.20455949199735,0.121009068494869,1.61518056321133,29,1315,8.28517652195774
"43938","I","7AplEHaI",6.20455949199735,0.121009068494869,1.61518056321133,29,1549,8.72123844416604
"44018","I","7AplEHaI",6.20455949199735,0.121009068494869,1.61518056321133,29,868,8.8128701623182
"44021","I","7AplEHaI",6.20455949199735,0.121009068494869,1.61518056321133,29,2380,7.58404705278231
"44079","I","7AplEHaI",6.20455949199735,2.75529270392605,1.97820918966141,29,867,8.07789773245679
"44125","I","7AplEHaI",6.20455949199735,2.72736715182363,1.95959227328917,29,670,8.10985964626913
"44354","I","7AplEHaI",6.20455949199735,-0.0465427349950607,1.43832039030731,29,584,7.39432551024794
"44402","I","7AplEHaI",6.20455949199735,-0.0558510156371055,1.41970382902322,29,1045,7.38527379587904
"44403","I","7AplEHaI",6.20455949199735,0.11585154384541,1.40313780268046,29,1339,7.38527379587904
"44431","I","7AplEHaI",6.20455949199735,-0.0796255454308419,1.4124460833225,29,719,7.38527379587903
"44501","I","7AplEHaI",6.20455949199735,2.00546092123216,1.33797877292171,29,518,7.38527379587903
"44637","I","7AplEHaI",6.20455949199735,-0.0237755064904257,1.76616607404239,29,551,7.38527379587902
"44747","I","7AplEHaI",6.20455949199735,0.264785454470716,1.59861453686857,29,2168,7.38527379587904
"44760","I","7AplEHaI",6.20455949199735,0.0972342723850335,1.70100704428364,29,817,7.38527379587904
"44889","I","7AplEHaI",6.20455949199735,-3.01177904386946,1.62653973388285,29,504,7.38527379587903
"44931","I","7AplEHaI",6.20455949199735,-2.93731208855681,1.71962396065588,29,749,7.38527379587903
