d	aa	pa	x_target	y_target	z_target	ms
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412086600
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412088510
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412088512
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412088552
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412088564
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412088577
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412088610
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412088628
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412088643
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412088660
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412088675
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412088692
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412088709
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412088725
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412088742
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412088759
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412088776
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412088792
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412088809
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412088825
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412088843
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412088860
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412088875
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412088892
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412088909
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412088925
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412088942
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412088960
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412088977
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412088994
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412089009
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412089026
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412089042
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412089060
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412089076
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412089093
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412089110
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412089126
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412089143
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412089159
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412089175
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412089193
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412089209
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412089227
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412089243
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412089260
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412089278
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412089295
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412089311
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412089327
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412089345
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412089361
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412089378
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412089395
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412089411
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412089426
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412089444
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412089459
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412089476
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412089492
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412089509
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412089525
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412089542
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412089560
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412089577
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412089594
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412089610
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412089626
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412089642
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412089659
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412089676
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412089692
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412089709
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412089726
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412089743
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412089760
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412089777
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412089793
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412089809
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412089827
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412089842
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412089859
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412089876
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412089893
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412089909
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412089927
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412089944
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412089961
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412089976
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412089993
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412090009
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412090026
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412090042
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412090059
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412090077
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412090092
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412090109
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412090125
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412090142
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412090160
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412090176
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412090193
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412090209
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412090226
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412090242
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412090260
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412090276
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412090293
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412090310
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412090326
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412090343
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412090359
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412090376
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412090392
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412090409
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412090426
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412090443
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412090460
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412090476
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412090493
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412090509
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412090527
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412090542
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412090559
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412090577
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412090592
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412090611
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412090626
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412090643
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412090659
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412090675
8.721238444166053	2.0344439357957027	1.5593298140946197	0	0	0	1678412090692
